Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] New
fa1263a,FATAATA-x1263_A_360_v1,FATAATA-x1263,Z104501152,Cc1cc(C)nc(N)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1263a,True
fa1263b,FATAATA-x1263_B_401_v1,FATAATA-x1263,Z104501152,Cc1cc(C)nc(N)n1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1263a,True
fa1277a,FATAATA-x1277_A_401_v1,FATAATA-x1277,Z57984669,Cc1nc(-c2cccc(N)c2)cs1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1277a,True
fa1277b,FATAATA-x1277_B_401_v1,FATAATA-x1277,Z57984669,Cc1nc(-c2cccc(N)c2)cs1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1277a,True
fa1285d,FATAATA-x1285_B_403_v1,FATAATA-x1285,Z45415581,NS(=O)(=O)c1ccccc1F,FATAATA-x1317/A/166/A_v1,False,5a - FATAATA-x1317/A/360,5 - FATAATA-x1317/A/360/1,F1e - FATAATA-x1285/B/403/1,A1 - dimer,F1 - original-I222,5a - fa1317/A/360,5 - fa1317/A/360/1,F1e - fa1285/B/403,A1 - dimer,F1 - original-I222,fa1285d,True
fa1285a,FATAATA-x1285_A_360_v1,FATAATA-x1285,Z45415581,NS(=O)(=O)c1ccccc1F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1285a,True
fa1285b,FATAATA-x1285_A_361_v1,FATAATA-x1285,Z45415581,NS(=O)(=O)c1ccccc1F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1285a,True
fa1285c,FATAATA-x1285_B_402_v1,FATAATA-x1285,Z45415581,NS(=O)(=O)c1ccccc1F,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1285a,True
fa1290b,FATAATA-x1290_B_402_v1,FATAATA-x1290,Z106939542,Nc1cc(F)ccc1C(=O)[O-],FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1290b,True
fa1290d,FATAATA-x1290_A_362_v1,FATAATA-x1290,Z106939542,Nc1cc(F)ccc1C(=O)[O-],FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1290b,True
fa1290c,FATAATA-x1290_A_363_v1,FATAATA-x1290,Z106939542,Nc1cc(F)ccc1C(=O)[O-],FATAATA-x1317/A/166/A_v1,False,5a - FATAATA-x1317/A/360,5 - FATAATA-x1317/A/360/1,F1e - FATAATA-x1285/B/403/1,A1 - dimer,F1 - original-I222,5a - fa1317/A/360,5 - fa1317/A/360/1,F1e - fa1285/B/403,A1 - dimer,F1 - original-I222,fa1290c,True
fa1290a,FATAATA-x1290_B_401_v1,FATAATA-x1290,Z106939542,Nc1cc(F)ccc1C(=O)[O-],FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1290a,True
fa1295a,FATAATA-x1295_A_360_v1,FATAATA-x1295,Z608061328,O=C([O-])Cc1ccccc1O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1295a,True
fa1295b,FATAATA-x1295_B_401_v1,FATAATA-x1295,Z608061328,O=C([O-])Cc1ccccc1O,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1295a,True
fa1317b,FATAATA-x1317_A_360_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1317/A/166/A_v1,False,5a - FATAATA-x1317/A/360,5 - FATAATA-x1317/A/360/1,F1e - FATAATA-x1285/B/403/1,A1 - dimer,F1 - original-I222,5a - fa1317/A/360,5 - fa1317/A/360/1,F1e - fa1285/B/403,A1 - dimer,F1 - original-I222,fa1317b,True
fa1317e,FATAATA-x1317_B_401_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1317/A/166/A_v1,False,5a - FATAATA-x1317/A/360,5 - FATAATA-x1317/A/360/1,F1e - FATAATA-x1285/B/403/1,A1 - dimer,F1 - original-I222,5a - fa1317/A/360,5 - fa1317/A/360/1,F1e - fa1285/B/403,A1 - dimer,F1 - original-I222,fa1317b,True
fa1317a,FATAATA-x1317_A_401_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1317a,True
fa1317d,FATAATA-x1317_B_403_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1317a,True
fa1317c,FATAATA-x1317_A_402_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1317c,True
fa1317f,FATAATA-x1317_B_404_v1,FATAATA-x1317,Z1203162319,Oc1ccc2[nH]ccc2c1,FATAATA-x1985/A/195/A_v1,False,3a - FATAATA-x1985/A/360,3 - FATAATA-x1985/A/360/1,F1c - FATAATA-x1184/A/401/1,A1 - dimer,F1 - original-I222,3a - fa1985/A/360,3 - fa1985/A/360/1,F1c - fa1184/A/401,A1 - dimer,F1 - original-I222,fa1317c,True
fa1329b,FATAATA-x1329_B_401_v1,FATAATA-x1329,Z57607000,Nc1nc2c(Cl)cccc2s1,FATAATA-x1329/B/166/B_v1,False,7a - FATAATA-x1329/B/401,7 - FATAATA-x1329/B/401/1,F1g - FATAATA-x1329/B/401/1,A1 - dimer,F1 - original-I222,7a - fa1329/B/401,7 - fa1329/B/401/1,F1g - fa1329/B/401,A1 - dimer,F1 - original-I222,fa1329b,True
fa1329a,FATAATA-x1329_A_360_v1,FATAATA-x1329,Z57607000,Nc1nc2c(Cl)cccc2s1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1329a,True
fa1351a,FATAATA-x1351_A_401_v1,FATAATA-x1351,Z33546479,NC(=O)c1cccc(Cl)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1351a,True
fa1351b,FATAATA-x1351_B_360_v1,FATAATA-x1351,Z33546479,NC(=O)c1cccc(Cl)c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1351a,True
fa1353a,FATAATA-x1353_A_360_v1,FATAATA-x1353,Z104474062,O=C([O-])c1cccc(Cl)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1353a,True
fa1353b,FATAATA-x1353_B_401_v1,FATAATA-x1353,Z104474062,O=C([O-])c1cccc(Cl)c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1353a,True
fa1358b,FATAATA-x1358_A_401_v1,FATAATA-x1358,Z55928828,Cc1cc2nc[nH]c2cc1C,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1358b,True
fa1358d,FATAATA-x1358_B_401_v1,FATAATA-x1358,Z55928828,Cc1cc2nc[nH]c2cc1C,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1358b,True
fa1358a,FATAATA-x1358_A_402_v1,FATAATA-x1358,Z55928828,Cc1cc2nc[nH]c2cc1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1358a,True
fa1358c,FATAATA-x1358_B_402_v1,FATAATA-x1358,Z55928828,Cc1cc2nc[nH]c2cc1C,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1358a,True
fa1365b,FATAATA-x1365_A_402_v1,FATAATA-x1365,Z56926682,OCn1cnc2ccccc21,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1365b,True
fa1365d,FATAATA-x1365_B_401_v1,FATAATA-x1365,Z56926682,OCn1cnc2ccccc21,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1365b,True
fa1365a,FATAATA-x1365_A_401_v1,FATAATA-x1365,Z56926682,OCn1cnc2ccccc21,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1365a,True
fa1365c,FATAATA-x1365_B_360_v1,FATAATA-x1365,Z56926682,OCn1cnc2ccccc21,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1365a,True
fa1369a,FATAATA-x1369_A_401_v1,FATAATA-x1369,Z104482458,Cc1onc(-c2ccccc2)c1C(=O)[O-],FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1369a,True
fa1369b,FATAATA-x1369_B_401_v1,FATAATA-x1369,Z104482458,Cc1onc(-c2ccccc2)c1C(=O)[O-],FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1369a,True
fa1404a,FATAATA-x1404_A_361_v1,FATAATA-x1404,Z90120144,N#CCc1ccc(O)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1404a,True
fa1404b,FATAATA-x1404_B_401_v1,FATAATA-x1404,Z90120144,N#CCc1ccc(O)cc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1404a,True
fa1422a,FATAATA-x1422_A_401_v1,FATAATA-x1422,Z445135574,Nc1ccc2c(c1)S(=O)(=O)C=C2,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1422a,True
fa1422b,FATAATA-x1422_B_360_v1,FATAATA-x1422,Z445135574,Nc1ccc2c(c1)S(=O)(=O)C=C2,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1422a,True
fa1423a,FATAATA-x1423_A_361_v1,FATAATA-x1423,Z31721188,O=C(c1cccc(O)c1)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1423a,True
fa1423b,FATAATA-x1423_B_360_v1,FATAATA-x1423,Z31721188,O=C(c1cccc(O)c1)N1CCOCC1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1423a,True
fa1425a,FATAATA-x1425_A_361_v1,FATAATA-x1425,Z227832752,O=C([O-])c1sccc1-n1cccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1425a,True
fa1425b,FATAATA-x1425_B_360_v1,FATAATA-x1425,Z227832752,O=C([O-])c1sccc1-n1cccc1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1425a,True
fa1433b,FATAATA-x1433_A_401_v1,FATAATA-x1433,Z234895085,Nc1cnc2ccccc2c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1433b,True
fa1433d,FATAATA-x1433_B_403_v1,FATAATA-x1433,Z234895085,Nc1cnc2ccccc2c1,FATAATA-x1147/B/258/A_v1,False,2a - FATAATA-x1147/A/360,2 - FATAATA-x1147/A/360/1,F1b - FATAATA-x1142/A/361/1,A1 - dimer,F1 - original-I222,2a - fa1147/A/360,2 - fa1147/A/360/1,F1b - fa1142/A/361,A1 - dimer,F1 - original-I222,fa1433b,True
fa1433a,FATAATA-x1433_A_402_v1,FATAATA-x1433,Z234895085,Nc1cnc2ccccc2c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1433a,True
fa1433c,FATAATA-x1433_B_360_v1,FATAATA-x1433,Z234895085,Nc1cnc2ccccc2c1,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1433a,True
fa1436a,FATAATA-x1436_A_361_v1,FATAATA-x1436,Z53116464,NC(=O)CCn1cnc2ccccc21,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1436a,True
fa1436b,FATAATA-x1436_B_360_v1,FATAATA-x1436,Z53116464,NC(=O)CCn1cnc2ccccc21,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1436a,True
fa1437a,FATAATA-x1437_A_361_v1,FATAATA-x1437,Z94600359,Cc1cccc(C(=O)[O-])c1N,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1437a,True
fa1437b,FATAATA-x1437_B_401_v1,FATAATA-x1437,Z94600359,Cc1cccc(C(=O)[O-])c1N,FATAATA-x1840/A/111/A_v1,False,1a - FATAATA-x1840/A/401,1 - FATAATA-x1840/A/401/1,F1a - FATAATA-x1163/A/401/1,A1 - dimer,F1 - original-I222,1a - fa1840/A/401,1 - fa1840/A/401/1,F1a - fa1163/A/401,A1 - dimer,F1 - original-I222,fa1437a,True
